-5.000000e-01	8.839496e-01
-4.685841e-01	8.972944e-01
-4.371681e-01	9.099176e-01
-4.057522e-01	9.217911e-01
-3.743363e-01	9.328892e-01
-3.429204e-01	9.431873e-01
-3.115044e-01	9.526632e-01
-2.800885e-01	9.612960e-01
-2.486726e-01	9.690667e-01
-2.172567e-01	9.759580e-01
-1.858407e-01	9.819540e-01
-1.544248e-01	9.870407e-01
-1.230089e-01	9.912056e-01
-9.159296e-02	9.944377e-01
-6.017703e-02	9.967276e-01
-2.876110e-02	9.980673e-01
2.654824e-03	9.984505e-01
3.407075e-02	9.978721e-01
6.548668e-02	9.963285e-01
9.690260e-02	9.938176e-01
1.283185e-01	9.903385e-01
1.597345e-01	9.858918e-01
1.911504e-01	9.804792e-01
2.225663e-01	9.741038e-01
2.539822e-01	9.667700e-01
2.853982e-01	9.584832e-01
3.168141e-01	9.492504e-01
3.482300e-01	9.390792e-01
3.796459e-01	9.279789e-01
4.110619e-01	9.159594e-01
4.424778e-01	9.030321e-01
4.738937e-01	8.892092e-01
5.053096e-01	8.745040e-01
5.367256e-01	8.589307e-01
5.681415e-01	8.425046e-01
5.995574e-01	8.252418e-01
6.309734e-01	8.071595e-01
6.623893e-01	7.882756e-01
6.938052e-01	7.686088e-01
7.252211e-01	7.481788e-01
7.566371e-01	7.270059e-01
7.880530e-01	7.051114e-01
8.194689e-01	6.825172e-01
8.508848e-01	6.592459e-01
8.823008e-01	6.353206e-01
9.137167e-01	6.107655e-01
9.451326e-01	5.856050e-01
9.765485e-01	5.598642e-01
1.007964e+00	5.335689e-01
1.039380e+00	5.067453e-01
1.070796e+00	4.794202e-01
1.102212e+00	4.516207e-01
1.133628e+00	4.233745e-01
1.165044e+00	3.947098e-01
1.196460e+00	3.656550e-01
1.227876e+00	3.362389e-01
1.259292e+00	3.064907e-01
1.290708e+00	2.764400e-01
1.322124e+00	2.461163e-01
1.353540e+00	2.155499e-01
1.384956e+00	1.847708e-01
1.416372e+00	1.538095e-01
1.447787e+00	1.226966e-01
1.479203e+00	9.146279e-02
1.510619e+00	6.013891e-02
1.542035e+00	2.875584e-02
1.573451e+00	-2.655468e-03
1.604867e+00	-3.406405e-02
1.636283e+00	-6.543894e-02
1.667699e+00	-9.674922e-02
1.699115e+00	-1.279640e-01
1.730531e+00	-1.590526e-01
1.761947e+00	-1.899844e-01
1.793363e+00	-2.207287e-01
1.824779e+00	-2.512554e-01
1.856194e+00	-2.815343e-01
1.887610e+00	-3.115356e-01
1.919026e+00	-3.412297e-01
1.950442e+00	-3.705872e-01
1.981858e+00	-3.995792e-01
2.013274e+00	-4.281771e-01
2.044690e+00	-4.563525e-01
2.076106e+00	-4.840777e-01
2.107522e+00	-5.113252e-01
2.138938e+00	-5.380681e-01
2.170354e+00	-5.642800e-01
2.201770e+00	-5.899348e-01
2.233186e+00	-6.150073e-01
2.264602e+00	-6.394726e-01
2.296017e+00	-6.633066e-01
2.327433e+00	-6.864856e-01
2.358849e+00	-7.089868e-01
2.390265e+00	-7.307880e-01
2.421681e+00	-7.518677e-01
2.453097e+00	-7.722052e-01
2.484513e+00	-7.917805e-01
2.515929e+00	-8.105745e-01
2.547345e+00	-8.285689e-01
2.578761e+00	-8.457462e-01
2.610177e+00	-8.620900e-01
